customer_id,signup_date,region,segment,acquisition_channel
CUST-01052,2026-06-27,US,Mid-Market,Direct
CUST-01053,2025-07-05,UK,Mid-Market,Paid Search
CUST-01054,2026-02-26,UK,SMB,Referral
CUST-01055,2024-02-01,India,Consumer,Paid Search
CUST-01056,2025-10-09,UK,Consumer,Direct
CUST-01057,2025-11-08,Germany,SMB,Partner
CUST-01058,2024-09-02,UAE,Enterprise,Direct
CUST-01059,2024-01-06,UK,Consumer,Direct
CUST-01060,2026-05-17,US,Mid-Market,Partner
CUST-01061,2024-11-16,US,Consumer,Organic
CUST-01062,2026-01-22,UK,Consumer,Direct
CUST-01063,2025-10-15,Germany,Mid-Market,Direct
CUST-01064,2025-03-09,Germany,Consumer,Referral
CUST-01065,2026-01-23,UK,Enterprise,Partner
CUST-01066,2024-11-25,India,SMB,Organic
CUST-01067,2025-03-23,US,Enterprise,Direct
CUST-01068,2025-01-06,UAE,Enterprise,Referral
CUST-01069,2026-05-28,India,SMB,Organic
CUST-01070,2025-05-30,UK,SMB,Organic
CUST-01071,2026-01-24,UK,Mid-Market,Direct
CUST-01072,2025-06-02,UK,Enterprise,Organic
CUST-01073,2024-08-17,UK,Consumer,Paid Search
CUST-01074,2024-08-19,UAE,Consumer,Paid Search
CUST-01075,2024-02-21,US,Mid-Market,Direct
CUST-01076,2026-03-21,UAE,Consumer,Organic
CUST-01077,2024-09-22,UK,Consumer,Referral
CUST-01078,2025-01-03,Germany,Enterprise,Referral
CUST-01079,2026-04-08,UK,SMB,Direct
CUST-01080,2025-11-18,UK,Consumer,Direct
CUST-01081,2025-04-23,US,Consumer,Partner
CUST-01082,2025-12-04,Germany,Mid-Market,Organic
CUST-01083,2025-08-23,US,Mid-Market,Organic
CUST-01084,2025-04-23,Germany,Consumer,Organic
CUST-01085,2025-06-14,UK,Consumer,Partner
CUST-01086,2024-02-22,Germany,Consumer,Organic
CUST-01087,2025-09-10,UK,Mid-Market,Referral
CUST-01088,2024-02-23,India,Mid-Market,Paid Search
CUST-01089,2025-01-02,US,Mid-Market,Referral
CUST-01090,2024-07-03,UK,Consumer,Partner
CUST-01091,2024-06-29,India,Mid-Market,Paid Search
CUST-01092,2024-08-13,Germany,SMB,Partner
CUST-01093,2024-01-06,UAE,Consumer,Partner
CUST-01094,2026-06-16,UAE,SMB,Paid Search
CUST-01095,2026-04-20,UK,SMB,Organic
CUST-01096,2026-03-13,UK,SMB,Paid Search
CUST-01097,2024-04-26,UK,Consumer,Direct
CUST-01098,2025-06-09,India,Mid-Market,Referral
CUST-01099,2025-10-21,UK,SMB,Paid Search
CUST-01100,2024-03-10,UK,Mid-Market,Paid Search
CUST-01101,2025-04-27,UK,Consumer,Direct
CUST-01102,2024-12-20,UAE,SMB,Paid Search
CUST-01103,2024-09-19,UK,Consumer,Referral
CUST-01104,2024-02-22,India,Enterprise,Organic
CUST-01105,2025-05-05,Germany,Mid-Market,Organic
CUST-01106,2026-02-04,India,SMB,Partner
CUST-01107,2024-06-19,Germany,SMB,Partner
CUST-01108,2025-02-04,UK,SMB,Partner
CUST-01109,2025-07-09,UK,Mid-Market,Direct
CUST-01110,2024-09-24,US,Mid-Market,Partner
CUST-01111,2024-04-14,US,SMB,Organic
CUST-01112,2025-07-04,UK,Enterprise,Direct
CUST-01113,2025-06-09,Germany,SMB,Partner
CUST-01114,2024-11-30,India,SMB,Partner
CUST-01115,2024-03-15,Germany,Consumer,Direct
CUST-01116,2024-06-08,India,Enterprise,Direct
CUST-01117,2024-06-13,India,Mid-Market,Direct
CUST-01118,2026-05-17,US,Consumer,Partner
CUST-01119,2024-08-07,UAE,Consumer,Organic
CUST-01120,2025-02-05,UK,Consumer,Organic
CUST-01121,2025-01-29,UAE,Mid-Market,Partner
CUST-01122,2024-08-29,Germany,SMB,Direct
CUST-01123,2024-11-17,UK,Consumer,Direct
CUST-01124,2026-05-03,Germany,SMB,Referral
CUST-01125,2026-01-20,UK,Consumer,Partner
CUST-01126,2025-04-20,UAE,Mid-Market,Paid Search
CUST-01127,2024-05-31,US,Enterprise,Partner
CUST-01128,2025-12-07,US,Consumer,Organic
CUST-01129,2024-11-12,Germany,Mid-Market,Organic
CUST-01130,2026-02-11,India,SMB,Paid Search
CUST-01131,2025-11-05,UK,Consumer,Paid Search
CUST-01132,2025-10-15,US,Consumer,Direct
CUST-01133,2024-03-02,India,Mid-Market,Referral
CUST-01134,2024-10-19,Germany,Consumer,Paid Search
CUST-01135,2024-04-17,India,Enterprise,Organic
CUST-01136,2024-09-15,India,Enterprise,Organic
CUST-01137,2025-03-22,US,Mid-Market,Paid Search
CUST-01138,2026-02-28,UAE,Consumer,Paid Search
CUST-01139,2024-01-25,UK,SMB,Organic
CUST-01140,2024-01-01,UAE,SMB,Organic
CUST-01141,2025-04-17,UK,Mid-Market,Partner
CUST-01142,2025-05-08,UK,SMB,Organic
CUST-01143,2025-05-20,UK,SMB,Partner
CUST-01144,2025-06-13,India,Enterprise,Paid Search
CUST-01145,2025-05-14,UK,Consumer,Organic
CUST-01146,2024-07-27,UK,Consumer,Paid Search
CUST-01147,2026-05-30,Germany,Enterprise,Referral
CUST-01148,2024-06-27,India,Consumer,Direct
CUST-01149,2025-03-31,India,Enterprise,Paid Search
CUST-01150,2025-05-30,Germany,Consumer,Organic
CUST-01151,2025-02-05,India,SMB,Organic
CUST-01152,2024-01-17,India,Enterprise,Organic
CUST-01153,2025-07-06,UAE,Mid-Market,Direct
CUST-01154,2025-06-19,UAE,Consumer,Referral
CUST-01155,2024-11-02,US,Consumer,Organic
CUST-01156,2025-03-06,UK,Mid-Market,Referral
CUST-01157,2024-12-08,India,Consumer,Partner
CUST-01158,2025-04-02,UK,Consumer,Direct
CUST-01159,2026-03-12,India,Consumer,Partner
CUST-01160,2025-04-25,UAE,Consumer,Paid Search
CUST-01161,2024-08-10,UK,Enterprise,Partner
CUST-01162,2024-09-21,UK,SMB,Referral
CUST-01163,2026-05-17,India,Mid-Market,Organic
CUST-01164,2025-08-07,Germany,Consumer,Organic
CUST-01165,2024-01-23,UK,Consumer,Partner
CUST-01166,2024-01-19,US,Mid-Market,Paid Search
CUST-01167,2025-06-11,US,Consumer,Organic
CUST-01168,2025-04-03,UK,Mid-Market,Referral
CUST-01169,2026-05-05,UK,Enterprise,Partner
CUST-01170,2024-08-03,UK,Consumer,Referral
CUST-01171,2024-04-17,US,Consumer,Partner
CUST-01172,2024-01-23,UK,SMB,Partner
CUST-01173,2026-02-10,UK,Mid-Market,Organic
CUST-01174,2024-04-28,UK,SMB,Partner
CUST-01175,2026-01-28,India,SMB,Paid Search
CUST-01176,2025-06-05,US,Consumer,Partner
CUST-01177,2025-06-23,US,Consumer,Referral
CUST-01178,2025-11-18,India,Consumer,Partner
CUST-01179,2026-02-13,India,SMB,Direct
CUST-01180,2024-08-21,India,Enterprise,Paid Search
CUST-01181,2026-01-24,Germany,Consumer,Referral
CUST-01182,2025-02-03,India,Mid-Market,Partner
CUST-01183,2025-03-13,US,Mid-Market,Referral
CUST-01184,2026-06-27,India,Consumer,Direct
CUST-01185,2026-02-16,UK,Consumer,Referral
CUST-01186,2024-11-05,UK,SMB,Paid Search
CUST-01187,2026-04-03,US,Consumer,Partner
CUST-01188,2024-02-15,Germany,Consumer,Organic
CUST-01189,2024-10-06,UK,Mid-Market,Referral
CUST-01190,2024-05-06,Germany,Consumer,Paid Search
CUST-01191,2025-03-08,UK,Mid-Market,Paid Search
CUST-01192,2024-06-23,Germany,Consumer,Partner
CUST-01193,2024-02-19,Germany,Consumer,Direct
CUST-01194,2024-03-20,US,Consumer,Direct
CUST-01195,2025-12-26,US,SMB,Partner
CUST-01196,2024-03-18,UAE,Mid-Market,Referral
CUST-01197,2025-12-31,Germany,SMB,Partner
CUST-01198,2024-12-06,Germany,SMB,Paid Search
CUST-01199,2024-07-25,India,SMB,Paid Search
CUST-01200,2025-02-09,UK,SMB,Referral
CUST-01201,2024-06-30,Germany,Enterprise,Direct
CUST-01202,2024-03-31,UAE,Consumer,Referral
CUST-01203,2026-06-26,UK,Enterprise,Partner
CUST-01204,2024-02-06,UK,Mid-Market,Partner
CUST-01205,2024-05-21,UAE,Mid-Market,Organic
CUST-01206,2026-04-24,UK,Consumer,Paid Search
CUST-01207,2026-02-10,India,Consumer,Direct
CUST-01208,2024-07-02,UK,Consumer,Organic
CUST-01209,2026-05-22,UK,Enterprise,Referral
CUST-01210,2025-04-01,US,Consumer,Partner
CUST-01211,2024-01-13,Germany,Consumer,Referral
CUST-01212,2025-01-26,UK,Consumer,Organic
CUST-01213,2024-01-16,UK,Enterprise,Partner
CUST-01214,2026-01-25,India,Consumer,Organic
CUST-01215,2024-03-16,UK,SMB,Direct
CUST-01216,2026-02-21,Germany,Enterprise,Paid Search
CUST-01217,2026-06-29,UK,Mid-Market,Partner
CUST-01218,2025-05-13,UAE,SMB,Paid Search
CUST-01219,2025-01-02,UK,Consumer,Direct
CUST-01220,2024-12-05,UK,Consumer,Partner
CUST-01221,2024-07-18,UK,Consumer,Referral
CUST-01222,2025-12-02,UK,Mid-Market,Organic
CUST-01223,2024-02-12,UK,Consumer,Paid Search
CUST-01224,2025-10-01,UAE,SMB,Referral
CUST-01225,2025-10-09,UK,SMB,Organic
CUST-01226,2026-04-26,India,SMB,Referral
CUST-01227,2024-08-13,Germany,Mid-Market,Organic
CUST-01228,2024-01-07,UK,Consumer,Direct
CUST-01229,2025-05-21,UAE,SMB,Organic
CUST-01230,2025-09-17,UK,SMB,Direct
CUST-01231,2026-03-31,Germany,Enterprise,Direct
CUST-01232,2026-02-18,UAE,Consumer,Partner
CUST-01233,2024-11-23,US,Consumer,Direct
CUST-01234,2026-06-23,UAE,Mid-Market,Partner
CUST-01235,2025-12-30,India,SMB,Direct
CUST-01236,2025-10-21,India,Consumer,Direct
CUST-01237,2024-06-23,US,SMB,Direct
CUST-01238,2026-01-16,Germany,SMB,Referral
CUST-01239,2024-08-09,UK,Consumer,Paid Search
CUST-01240,2025-05-30,UK,Consumer,Direct
CUST-01241,2026-06-10,UAE,Mid-Market,Direct
CUST-01242,2024-01-05,UK,SMB,Partner
CUST-01243,2026-06-29,India,SMB,Paid Search
CUST-01244,2026-03-24,Germany,Consumer,Organic
CUST-01245,2025-07-08,US,Consumer,Referral
CUST-01246,2024-01-07,UK,SMB,Paid Search
CUST-01247,2024-07-24,UK,Mid-Market,Organic
CUST-01248,2026-02-27,UK,Consumer,Organic
CUST-01249,2025-09-09,India,Mid-Market,Partner
CUST-01250,2026-04-30,India,SMB,Paid Search
CUST-01251,2026-01-08,US,SMB,Partner
CUST-01252,2026-03-18,UAE,Consumer,Referral
CUST-01253,2024-09-13,UK,Enterprise,Direct
CUST-01254,2026-01-27,UK,Mid-Market,Paid Search
CUST-01255,2025-02-20,UK,SMB,Partner
CUST-01256,2024-04-25,UK,Consumer,Organic
CUST-01257,2026-06-20,UK,Mid-Market,Direct
CUST-01258,2025-10-01,Germany,Consumer,Organic
CUST-01259,2024-09-02,UAE,Consumer,Partner
CUST-01260,2024-07-13,UAE,Consumer,Partner
CUST-01261,2024-11-16,UK,Consumer,Paid Search
CUST-01262,2024-07-12,UAE,Consumer,Referral
CUST-01263,2026-05-24,India,SMB,Paid Search
CUST-01264,2026-01-10,UK,SMB,Partner
CUST-01265,2026-04-22,UAE,Consumer,Organic
CUST-01266,2025-09-26,UAE,Consumer,Paid Search
CUST-01267,2024-11-20,India,Enterprise,Direct
CUST-01268,2026-01-05,UAE,SMB,Organic
CUST-01269,2024-11-02,India,Mid-Market,Partner
CUST-01270,2025-06-07,India,Mid-Market,Paid Search
CUST-01271,2024-02-27,India,SMB,Partner
CUST-01272,2024-09-17,US,Mid-Market,Organic
CUST-01273,2024-05-07,UK,SMB,Partner
CUST-01274,2026-02-18,US,SMB,Organic
CUST-01275,2024-10-18,India,SMB,Partner
CUST-01276,2024-07-25,UK,Enterprise,Partner
CUST-01277,2026-04-30,India,Mid-Market,Partner
CUST-01278,2025-12-29,US,Consumer,Referral
CUST-01279,2025-12-24,Germany,Mid-Market,Direct
CUST-01280,2025-04-19,UK,SMB,Referral
CUST-01281,2024-04-21,UAE,SMB,Paid Search
CUST-01282,2024-04-01,US,Enterprise,Direct
CUST-01283,2025-07-01,UK,Consumer,Paid Search
CUST-01284,2024-02-14,US,Mid-Market,Direct
CUST-01285,2026-06-10,UK,SMB,Organic
CUST-01286,2025-09-12,Germany,SMB,Paid Search
CUST-01287,2024-01-03,US,Consumer,Organic
CUST-01288,2025-04-21,UK,SMB,Referral
CUST-01289,2024-11-21,Germany,Consumer,Referral
CUST-01290,2024-05-04,US,SMB,Referral
CUST-01291,2025-05-19,India,Consumer,Paid Search
CUST-01292,2026-03-01,US,Mid-Market,Direct
CUST-01293,2025-11-06,UAE,Enterprise,Direct
CUST-01294,2024-02-06,UK,Mid-Market,Paid Search
CUST-01295,2024-02-15,UK,SMB,Partner
CUST-01296,2026-01-17,US,Consumer,Referral
CUST-01297,2024-12-11,Germany,Enterprise,Direct
CUST-01298,2024-06-15,India,Consumer,Paid Search
CUST-01299,2025-11-09,US,Consumer,Organic
CUST-01300,2025-03-20,India,Mid-Market,Referral
CUST-01301,2025-02-15,India,SMB,Referral
CUST-01302,2024-01-24,India,SMB,Organic
CUST-01303,2024-07-04,Germany,Consumer,Paid Search
CUST-01304,2026-05-17,UK,Consumer,Partner
CUST-01305,2024-05-28,India,Consumer,Partner
CUST-01306,2025-03-04,UK,Mid-Market,Partner
CUST-01307,2025-06-13,UK,Consumer,Referral
CUST-01308,2024-06-09,India,SMB,Direct
CUST-01309,2026-05-17,India,Consumer,Organic
CUST-01310,2024-01-24,UK,SMB,Partner
CUST-01311,2025-12-13,UK,SMB,Partner
CUST-01312,2024-05-09,UAE,Mid-Market,Direct
CUST-01313,2024-08-08,UAE,Enterprise,Direct
CUST-01314,2024-05-08,US,Consumer,Referral
CUST-01315,2024-01-24,UK,Consumer,Referral
CUST-01316,2024-09-18,UK,Consumer,Partner
CUST-01317,2024-08-02,US,Enterprise,Organic
CUST-01318,2025-03-26,UK,Consumer,Referral
CUST-01319,2026-03-06,India,Mid-Market,Partner
CUST-01320,2025-05-10,India,SMB,Paid Search
CUST-01321,2024-09-24,US,Mid-Market,Organic
CUST-01322,2025-06-29,US,Mid-Market,Paid Search
CUST-01323,2024-11-23,US,Consumer,Organic
CUST-01324,2026-02-05,US,SMB,Partner
CUST-01325,2024-10-01,US,SMB,Paid Search
CUST-01326,2026-05-21,UK,Consumer,Referral
CUST-01327,2025-11-25,India,Consumer,Paid Search
CUST-01328,2024-08-10,India,Consumer,Organic
CUST-01329,2024-11-24,US,Consumer,Referral
CUST-01330,2025-01-16,UAE,SMB,Paid Search
CUST-01331,2024-12-29,US,Enterprise,Referral
CUST-01332,2025-07-19,US,Consumer,Paid Search
CUST-01333,2025-11-26,UK,SMB,Referral
CUST-01334,2024-03-30,India,Consumer,Paid Search
CUST-01335,2024-03-23,India,SMB,Paid Search
CUST-01336,2026-05-20,UAE,Enterprise,Direct
CUST-01337,2024-12-13,US,Consumer,Paid Search
CUST-01338,2024-08-06,UK,Mid-Market,Partner
CUST-01339,2025-09-07,UK,Consumer,Partner
CUST-01340,2025-03-02,Germany,SMB,Direct
CUST-01341,2024-03-17,UAE,Enterprise,Organic
CUST-01342,2024-08-30,India,Consumer,Referral
CUST-01343,2024-10-07,UK,SMB,Partner
CUST-01344,2025-12-26,UAE,Mid-Market,Paid Search
CUST-01345,2024-03-20,UAE,Consumer,Paid Search
CUST-01346,2025-03-18,UK,SMB,Direct
CUST-01347,2024-08-02,India,SMB,Referral
CUST-01348,2026-01-26,India,Mid-Market,Direct
CUST-01349,2024-11-06,UK,SMB,Referral
CUST-01350,2024-06-27,UK,SMB,Referral
CUST-01351,2024-06-21,Germany,SMB,Referral
CUST-01352,2025-12-05,Germany,SMB,Paid Search
CUST-01353,2024-04-24,India,Consumer,Referral
CUST-01354,2024-03-10,India,Consumer,Direct
CUST-01355,2026-04-30,UK,Consumer,Paid Search
CUST-01356,2026-01-06,India,Consumer,Direct
CUST-01357,2024-09-21,UK,SMB,Partner
CUST-01358,2025-02-22,US,Consumer,Partner
CUST-01359,2025-12-11,US,Mid-Market,Referral
CUST-01360,2026-04-26,UK,Enterprise,Referral
CUST-01361,2026-03-24,UK,SMB,Referral
CUST-01362,2025-08-09,UK,Consumer,Partner
CUST-01363,2025-10-29,US,Enterprise,Organic
CUST-01364,2025-01-28,India,Consumer,Direct
CUST-01365,2024-08-02,Germany,SMB,Partner
CUST-01366,2024-12-13,UAE,Enterprise,Referral
CUST-01367,2025-12-15,India,SMB,Organic
CUST-01368,2026-01-03,UK,Consumer,Direct
CUST-01369,2026-01-10,UK,Consumer,Organic
CUST-01370,2024-07-02,Germany,Mid-Market,Referral
CUST-01371,2025-11-10,India,Enterprise,Paid Search
CUST-01372,2026-04-09,US,Consumer,Direct
CUST-01373,2025-05-19,UAE,Consumer,Partner
CUST-01374,2025-03-01,India,Enterprise,Paid Search
CUST-01375,2025-10-22,UK,SMB,Referral
CUST-01376,2025-12-27,India,Consumer,Partner
CUST-01377,2025-08-26,UK,Mid-Market,Referral
CUST-01378,2025-08-25,US,Consumer,Referral
CUST-01379,2025-07-13,UK,Enterprise,Paid Search
CUST-01380,2025-06-18,India,Mid-Market,Partner
CUST-01381,2026-06-18,US,Mid-Market,Direct
CUST-01382,2025-08-04,India,Consumer,Partner
CUST-01383,2024-04-05,India,Consumer,Referral
CUST-01384,2025-03-13,UAE,SMB,Direct
CUST-01385,2024-06-26,Germany,Consumer,Referral
CUST-01386,2024-12-19,Germany,Mid-Market,Organic
CUST-01387,2024-02-13,UK,Enterprise,Paid Search
CUST-01388,2024-06-24,Germany,Consumer,Direct
CUST-01389,2025-05-11,US,Consumer,Organic
CUST-01390,2025-07-11,UK,Consumer,Partner
CUST-01391,2024-12-17,UK,SMB,Organic
CUST-01392,2025-11-05,India,Mid-Market,Partner
CUST-01393,2025-04-02,India,SMB,Referral
CUST-01394,2024-06-17,UAE,Consumer,Organic
CUST-01395,2024-06-13,UK,Mid-Market,Referral
CUST-01396,2025-09-27,UK,Mid-Market,Paid Search
CUST-01397,2025-03-25,UK,SMB,Referral
CUST-01398,2025-02-22,US,Consumer,Referral
CUST-01399,2026-02-02,UAE,Mid-Market,Organic
CUST-01400,2024-04-16,UK,SMB,Partner
CUST-01401,2024-07-28,US,SMB,Direct
CUST-01402,2025-01-13,UAE,Consumer,Referral
CUST-01403,2025-11-29,UK,Consumer,Direct
CUST-01404,2025-10-08,Germany,Mid-Market,Paid Search
CUST-01405,2024-11-08,UK,Enterprise,Paid Search
CUST-01406,2025-11-19,UK,Consumer,Referral
CUST-01407,2025-03-08,US,Consumer,Referral
CUST-01408,2026-02-20,UK,SMB,Organic
CUST-01409,2025-03-02,India,Consumer,Partner
CUST-01410,2024-06-11,UK,SMB,Direct
CUST-01411,2024-05-31,Germany,SMB,Referral
CUST-01412,2024-11-28,India,Consumer,Referral
CUST-01413,2024-06-22,UK,Consumer,Organic
CUST-01414,2024-09-27,India,Enterprise,Referral
CUST-01415,2025-06-04,US,Enterprise,Direct
CUST-01416,2024-01-11,Germany,SMB,Direct
CUST-01417,2025-06-23,UK,Mid-Market,Referral
CUST-01418,2024-04-07,US,Mid-Market,Organic
CUST-01419,2026-01-08,India,Consumer,Organic
CUST-01420,2025-10-31,US,SMB,Paid Search
CUST-01421,2025-05-25,US,Mid-Market,Organic
CUST-01422,2024-06-24,UK,SMB,Organic
CUST-01423,2025-12-04,US,Mid-Market,Organic
CUST-01424,2024-07-10,US,Mid-Market,Direct
CUST-01425,2025-07-15,US,Consumer,Paid Search
CUST-01426,2025-11-21,US,SMB,Paid Search
CUST-01427,2024-10-01,US,Mid-Market,Direct
CUST-01428,2026-03-12,US,Consumer,Organic
CUST-01429,2025-09-10,UAE,SMB,Referral
CUST-01430,2026-05-12,UAE,Mid-Market,Organic
CUST-01431,2025-03-27,UK,SMB,Partner
CUST-01432,2025-05-09,Germany,Mid-Market,Paid Search
CUST-01433,2025-02-03,US,Mid-Market,Paid Search
CUST-01434,2024-09-13,India,Consumer,Direct
CUST-01435,2025-10-13,UK,Consumer,Direct
CUST-01436,2026-04-24,UK,Consumer,Referral
CUST-01437,2025-05-24,UAE,Consumer,Direct
CUST-01438,2025-01-09,US,SMB,Direct
CUST-01439,2026-02-26,US,Consumer,Partner
CUST-01440,2025-08-25,UK,Consumer,Organic
CUST-01441,2026-06-07,US,Consumer,Partner
CUST-01442,2026-02-27,UK,SMB,Direct
CUST-01443,2024-03-08,India,SMB,Organic
CUST-01444,2026-01-27,India,Consumer,Organic
CUST-01445,2024-12-16,US,Consumer,Direct
CUST-01446,2025-12-13,UK,Mid-Market,Organic
CUST-01447,2024-02-11,Germany,Mid-Market,Direct
CUST-01448,2025-11-18,UK,Mid-Market,Partner
CUST-01449,2026-01-11,US,SMB,Organic
CUST-01450,2025-07-20,UK,Consumer,Partner
CUST-01451,2024-10-06,Germany,SMB,Organic
CUST-01452,2024-07-08,UK,SMB,Partner
CUST-01453,2024-07-31,US,Consumer,Referral
CUST-01454,2026-02-25,India,SMB,Partner
CUST-01455,2026-05-13,India,Mid-Market,Direct
CUST-01456,2025-02-04,US,Consumer,Paid Search
CUST-01457,2025-10-06,UK,SMB,Organic
CUST-01458,2024-05-18,US,Mid-Market,Direct
CUST-01459,2024-07-19,UK,Enterprise,Referral
CUST-01460,2025-07-18,UK,Consumer,Direct
CUST-01461,2025-08-24,UAE,SMB,Direct
CUST-01462,2024-06-22,US,Consumer,Organic
CUST-01463,2024-10-11,Germany,SMB,Direct
CUST-01464,2024-10-10,US,Mid-Market,Paid Search
CUST-01465,2025-04-04,Germany,SMB,Paid Search
CUST-01466,2024-01-31,US,SMB,Organic
CUST-01467,2025-02-19,UK,Mid-Market,Organic
CUST-01468,2026-02-21,UK,Consumer,Referral
CUST-01469,2025-11-27,India,SMB,Partner
CUST-01470,2024-04-30,Germany,Enterprise,Partner
CUST-01471,2025-08-04,US,Consumer,Partner
CUST-01472,2025-10-26,Germany,Consumer,Direct
CUST-01473,2026-02-15,US,SMB,Direct
CUST-01474,2025-10-12,Germany,Enterprise,Direct
CUST-01475,2026-06-22,US,Consumer,Paid Search
CUST-01476,2026-01-11,UAE,SMB,Organic
CUST-01477,2024-10-21,Germany,SMB,Organic
CUST-01478,2025-01-09,India,SMB,Partner
CUST-01479,2025-04-12,US,Consumer,Referral
CUST-01480,2025-04-09,UK,Consumer,Organic
CUST-01481,2025-04-25,UK,Consumer,Paid Search
CUST-01482,2026-04-02,India,SMB,Referral
CUST-01483,2024-02-19,Germany,Enterprise,Referral
CUST-01484,2025-09-17,US,Consumer,Organic
CUST-01485,2025-03-13,UAE,SMB,Organic
CUST-01486,2024-08-25,Germany,Consumer,Organic
CUST-01487,2025-01-02,India,Mid-Market,Referral
CUST-01488,2026-05-04,UK,Consumer,Referral
CUST-01489,2024-11-29,Germany,Mid-Market,Partner
CUST-01490,2025-03-22,India,Enterprise,Organic
CUST-01491,2024-11-04,US,SMB,Referral
CUST-01492,2026-06-29,UK,Consumer,Paid Search
CUST-01493,2026-03-05,India,Enterprise,Organic
CUST-01494,2026-03-10,India,Mid-Market,Referral
CUST-01495,2025-02-14,Germany,Mid-Market,Direct
CUST-01496,2025-12-29,India,Enterprise,Partner
CUST-01497,2025-06-27,UK,Mid-Market,Paid Search
CUST-01498,2024-09-08,India,Enterprise,Paid Search
CUST-01499,2025-10-27,UK,Mid-Market,Paid Search
CUST-01500,2025-10-29,UK,Consumer,Referral
CUST-01501,2024-09-02,UK,Consumer,Partner
CUST-01502,2025-08-26,US,Consumer,Organic
CUST-01503,2025-12-04,UAE,Consumer,Partner
CUST-01504,2025-05-31,UK,Enterprise,Organic
CUST-01505,2024-04-26,US,Consumer,Direct
CUST-01506,2024-02-16,UAE,Mid-Market,Organic
CUST-01507,2026-01-28,UK,Consumer,Paid Search
CUST-01508,2024-11-29,UAE,SMB,Direct
CUST-01509,2025-10-29,UAE,Consumer,Paid Search
CUST-01510,2026-03-17,UK,Mid-Market,Referral
CUST-01511,2026-03-17,UAE,Consumer,Direct
CUST-01512,2024-12-22,UAE,SMB,Paid Search
CUST-01513,2026-04-10,US,Consumer,Partner
CUST-01514,2026-04-18,UAE,Consumer,Partner
CUST-01515,2026-06-27,US,SMB,Partner
CUST-01516,2024-11-26,US,Consumer,Direct
CUST-01517,2024-11-19,Germany,SMB,Partner
CUST-01518,2024-03-10,India,SMB,Referral
CUST-01519,2026-02-14,US,Consumer,Paid Search
CUST-01520,2025-10-05,UK,Consumer,Referral
CUST-01521,2025-07-22,India,SMB,Referral
CUST-01522,2025-02-17,Germany,SMB,Organic
CUST-01523,2025-04-04,Germany,SMB,Organic
CUST-01524,2024-08-03,US,SMB,Paid Search
CUST-01525,2024-06-23,UK,Consumer,Referral
CUST-01526,2024-10-18,India,SMB,Referral
CUST-01527,2024-03-20,UAE,Consumer,Partner
CUST-01528,2024-02-06,US,Enterprise,Direct
CUST-01529,2024-11-10,Germany,SMB,Direct
CUST-01530,2024-02-27,UK,Consumer,Paid Search
CUST-01531,2024-08-27,US,Enterprise,Direct
CUST-01532,2024-09-17,India,Consumer,Direct
CUST-01533,2025-05-15,US,Consumer,Referral
CUST-01534,2025-02-04,Germany,Enterprise,Referral
CUST-01535,2026-02-09,UK,SMB,Partner
CUST-01536,2024-12-19,US,Consumer,Referral
CUST-01537,2026-05-03,US,Mid-Market,Referral
CUST-01538,2026-04-30,Germany,Mid-Market,Direct
CUST-01539,2025-07-31,UK,Consumer,Paid Search
CUST-01540,2024-02-06,UK,SMB,Partner
CUST-01541,2024-11-17,US,SMB,Referral
CUST-01542,2024-01-04,India,Consumer,Partner
CUST-01543,2026-06-12,US,Consumer,Partner
CUST-01544,2026-01-25,UAE,Consumer,Referral
CUST-01545,2025-05-30,US,SMB,Partner
CUST-01546,2024-04-18,Germany,Mid-Market,Partner
CUST-01547,2024-11-25,US,Consumer,Organic
CUST-01548,2026-06-11,Germany,SMB,Referral
CUST-01549,2025-07-29,US,Consumer,Partner
CUST-01550,2025-03-29,India,Mid-Market,Paid Search
CUST-01551,2025-07-31,UAE,Consumer,Paid Search
CUST-01552,2024-07-26,UK,Consumer,Direct
CUST-01553,2024-10-25,US,SMB,Partner
CUST-01554,2024-10-03,UAE,Mid-Market,Paid Search
CUST-01555,2026-01-14,Germany,Consumer,Referral
CUST-01556,2026-02-03,India,SMB,Direct
CUST-01557,2025-10-28,India,SMB,Organic
CUST-01558,2024-08-05,UAE,Consumer,Direct
CUST-01559,2025-03-27,UK,SMB,Partner
CUST-01560,2025-01-26,UK,SMB,Paid Search
CUST-01561,2025-12-28,US,SMB,Organic
CUST-01562,2026-02-07,India,SMB,Direct
CUST-01563,2025-06-30,UK,Consumer,Organic
CUST-01564,2026-05-27,UK,SMB,Partner
CUST-01565,2024-09-12,UK,SMB,Partner
CUST-01566,2025-07-30,Germany,Enterprise,Paid Search
CUST-01567,2025-02-28,India,Consumer,Paid Search
CUST-01568,2025-12-11,India,Consumer,Paid Search
CUST-01569,2025-09-23,US,SMB,Direct
CUST-01570,2025-06-23,UAE,SMB,Organic
CUST-01571,2025-02-07,UAE,Mid-Market,Referral
CUST-01572,2025-12-10,Germany,Enterprise,Organic
CUST-01573,2025-09-18,US,Mid-Market,Partner
CUST-01574,2026-06-15,US,Consumer,Direct
CUST-01575,2025-03-28,UK,Consumer,Paid Search
CUST-01576,2026-05-03,India,Consumer,Paid Search
CUST-01577,2024-08-23,UAE,Consumer,Referral
CUST-01578,2025-07-31,UK,Consumer,Direct
CUST-01579,2024-09-17,UK,Mid-Market,Partner
